company_name,company_profile_url,website,company_hq,US HQ State,US HQ City,year_founded,Tier,Prospecting Notes - focus on B2C telemarketing & collection recovery,USP,languages,size_employee_count,AI,Innovation Arm? (Y/N),core_offering,other_services,client_industries,client_size,channels_supported,delivery_model,onshore_delivery_footprint,nearshore_delivery_footprint,offshore_delivery_footprint,notable_clients,enterprise_clients,service_lines,company_name_source,notes,qualified,Geo Segment,Collections?,LinkedIn 1st Degree Connection?,Connection Name(s),Connection Role(s)
Quantanite,https://clutch.co/profile/quantanite,https://quantanite.com,United Kingdom,London,London,2014,Tier 2,"2000+ employees on 4 continents. Delivery via Bangledash, South Africa and India. Serving clients in the UK and US market.

They do not have US HQ or US onshore delivery. Dyna does not have local teams in Bangledash, UK, South Africa, or India. On Linkedin, the following senior leaders live in the US: founder and chairman Mikko Tamminen (https://www.linkedin.com/in/mjtamminen/ ; no longer CEO since 2022); VP of Sales and BD Gabriel Grover (https://www.linkedin.com/in/meetgabrielgrover/); SVP Chief Growth Officer Dave Brown (https://www.linkedin.com/in/dave-brown-005598/). All three seem to be very interested in AI. Given that they have C-level executives based in the US, we decided to keep this account on the priority list.","High-tech approach to full-lifecycle customer experience. Launched Qlabs (center for innovation), Mobius (Generative AI platform)",Not specified,"Mid Market (1,000–5,000 employees)","High APO Score. 

Has a dedicated AI platform and innovation lab (https://www.quantanite.com/qlabs/). Incorporate AI in full-lifecycle customer operation: AI-led reearch, AI-generated content for outreach, AI agent assist, etc.",Y (innovation lab (https://www.quantanite.com/qlabs/)),IT-BPM,,"eCommerce, Retail, Travel, Food Ordering and Delivery, Home Services, Technology",Mid Market ($10M-$1B),omni-channel,offshore,,,Delivery: Bangladesh (Dhaka) | South Africa (Johannesburg) | India (Mumbai),Not specified,Unavailable,"BPO, Call Center, Sales Outsourcing, Customer Service Outsourcing, Inbound Services, Answering Services, Outbound Services, B2C Telemarketing & Telesales",Clutch,"Quantanite is different from other BPO providers. We listen properly, share ideas, and work in partnership with you. We bring together human skills, resources, and technology to enable clients to improve talent, scalability, efficiencies, and the best in customer experience.",Y,Segment 3,N,Former only,Bazil Bibikoff-Crowley,Former Senior Account Manager at Quantanite
Sourcefit Philippines Inc.,,https://sourcefit.com,Philippines,Quezon City,Quezon City,,Tier 2,An okay prospect. PH-centered global offshore BPO + staffing agency + KPO. Explicitly offers telesales: https://sourcefit.com/telesales-outsourcing/. Most decision makers are in the PH market but have a CRO in New York state: https://www.linkedin.com/in/scott-carlson/. No US onshore delivery.,"2000+ professionals in 8 delivery centers. 50+ client industries. 220+ clients worldwide, 35 servoces offered across CX, marketing, IT, back office and design. Started in 2009 as a captive center to support a social network for Vodafone.","9 languages: English, French, German, etc.",,"Medium APO score.

Sourcefit launches Knit – its proprietary all-in-one, AI-infused team management and engagement tool. Finally, clients have one AI-supercharged platform for all their people and process management tasks.",N,,,"IT, e-commerce, IT support, internet services, QA, social media moderation, recruitment, marketing & advertising, transport & logistics, retail, construction, mining, travel & hospitality, journalism/media, events, insurance, health/medical, accounting & finance, data processing, government, education & training, drafting & architecture",,,"nearshore, offshore","Philippines (Quezon City, Pampanga, Cebu)",Dominican Republic,South Africa; Madagascar; Armenia,"P&G, Vodafone, Aspire, etc.",,"BPO, Call Center, Inbound Services, ",,,,,Y (Their accounting outsourcing offering includes “Accounts receivable and collections support” (tracking balances and following up on overdue accounts). They also describe running teams that support billing + collections + AR follow-up in case studies.),Yes,Harris Ochoa,Director of Recruiting at Sourcefit
SupportNinja,https://clutch.co/profile/supportninja,https://supportninja.com,United States,,Austin,2015,Tier 1,"A great prospect. Very modern website, team looks edgy and friendly, built some AI powered solutions but no voice AI yet. Strong US-PH nexus. US HQ + PH delivery. ","Customer conversion is front and center: ""We specialize in helping SaaS companies streamline the customer conversion process — from freemium to premium — ensuring a seamless experience that drives revenue."" I wonder if we can help them with outbound sales call for SaaS upselling.","10+ languages: English, Español (Spanish), فارسی (Persian), and Suomi (Finnish)","Mid Market (1,000–5,000 employees)","High APO Score.
Homegrown AI solutions: NinjaAI Notetaker; NinjaAI Editor for agent communications; NinjaAI QA",N,contact center,KPO,"SaaS, Healthcare, AI, ECommerce, Fintech, Supply Chain",Mid Market ($10M-$1B),omni-channel,"onshore, offshore",Texas,,"Philippines, Romania, Ireland","Happy Socks, Midjourney, Bill and Melinda Gates Foundation",No,"BPO, Call Center, Sales Outsourcing, Outbound Services",Clutch,SupportNinja provides customer experience and back-office support services for tech companies and startups around the world.,Y,"Segment 2, Segment 5","N 

SupportNinja doesn’t prominently market “telemarketing” as a named service on their solutions pages, but they do market lead generation / outreach and “customer conversion” type work.
If you specifically need telemarketing (cold-calling sales), you’d want to confirm that in an SOW.

They do offer finance & accounting outsourcing that includes accounts receivable / invoicing (i.e., getting paid on customer invoices), and they discuss improving “collections” in that context. They don’t clearly position themselves as a third-party debt collection/recovery agency on their core solutions pages (so treat it as AR/receivables support unless they specify otherwise).)",No,,
SupportYourApp,https://clutch.co/profile/supportyourapp,https://supportyourapp.com,United States,Delaware,Wilmington,2010,Tier 1,"Very cool and modern website. 1200+ employees. Focus on tech industry.
Originally founded in Kyiv, Ukraine. Award-winning female CEO active on LinkedIn: https://www.linkedin.com/in/darialeshchenko/ 

The only orange flag is that they seem to already have a voice AI autopilot product. I think it is fine because we are not sure how much of it is built and if they rely on external partners.
","Advanced voice AI product (Voice AI Autopilot)
Specialized in supporting Tech companies and help them sacle to Unicorn (has impressive tech company logos such as Mastercard and Calm)",60+ languages: English | Spanish | Arabic | Bengali | Hindi | Russian | Portuguese | Japanese | German | Korean | French | Turkish | Vietnamese | Cantonese | Italian | Urdu | Polish | Ukrainian | Persian | Romanian | Azerbaijani | Dutch | Hebrew | Czech | Serbian | Bulgarian | Estonian | Slovakian | Croatian | Swedish | Georgian,"Mid Market (1,000–5,000 employees)","High APO Score.
Dedicated AI solutions page. AI Voice Autopilot. AI Voice Agent:
Human-Like Customer Support, at Scale; 24/7 coverage, 32+ languages – with local accents; Customization to fit your brand & tools; omnichannel.
",N,contact center,IT-BPM,"Financial Services, Consumer, Healthcare, Technology",Mid Market ($10M-$1B),omni-channel,"onshore, nearshore, offshore",Delaware,"Brazil, Argentina, , there could be more locations","Ukraine (concentrated), Serbia, there could be more locations",MacPaw | Whitebit | Softorino | Happeo | Skylum | Cocoatech | SignEasy | Macroplant | Boinx Software | Mastercard | Calm,Yes,"BPO, Call Center, Customer Service Outsourcing, Inbound Services, Answering Services, Virtual Receptionist, Customer Surveys & Market Research Calls",Clutch,"SupportYourApp is a Support-as-a-Service company that has been providing secure technical, customer support and CX services to growing companies globally since 2010.",Y,Segment 2,"N (Telemarketing: Yes. SupportYourApp explicitly says their BPO call center agents “can take on cold calling, telemarketing …” on their BPO call centers page.

Collections: Not clearly advertised as a service. On their main services/capabilities listings (e.g., customer support outsourcing solutions), they highlight customer support, inbound call center, pre-sales support, back-office support, etc., but I don’t see “collections” / “debt recovery” called out as a named offering.)",No,,
SupportZebra,https://clutch.co/profile/supportzebra,https://supportzebra.com,United States,Texas,Houston,2011,Tier 1,A great prospect. Modern website. US HQ + PH Delivery. True mid-sized BPO.,"Outsource Smarter. Cut CS Costs. Improve KPIs in 90 Days — Or We’ll Pay You $25,000.
SupportZebra is a certified Philippines-based BPO providing 24/7 customer service and technical support outsourcing for SaaS, fintech, ecommerce, and healthcare brands.",English,"Mid Market (1,000–5,000 employees)","Low to Medium APO Score.
It does not explicitly mention AI or Tech but has a clean and modern website.",N,contact center,IT-BPM,"Financial Services, Consumer, Technology, eCommerce, SaaS, Insurance, Telecom, Restaurant",Mid Market ($10M-$1B),omni-channel,"onshore, nearshore, offshore",Texas,Mexico (few LinkedIn employee),Philippines (significant),"LinkedTree, AG1",Yes,"BPO, Call Center, Customer Service Outsourcing, Inbound Services, Sales Outsourcing, Outbound Services, Collections Recovery Services, ",Clutch,"SupportZebra is a leading provider of outsourced customer support services, specializing in delivering seamless customer experiences for SaaS companies, eCommerce brands, and Small Businesses. As a trusted Business Process Outsourcing (BPO) partner, we focus on helping businesses enhance their customer service while reducing operational costs.",Y,"Segment 2, Segment 4, Segment 5","Y
(Telemarketing: Yes (at least as a described outbound capability). SupportZebra has a page on “inbound vs outbound call center services” that explicitly lists “Telemarketing” as a use of outbound call centers. They also have a dedicated article explaining outsourced telemarketing services.

Collections: Yes (they mention it). That same “inbound vs outbound” page explicitly includes “Collections and Debt Recovery” as an outbound call center function (“handle overdue payments…recovering outstanding balances”).)",No,,
The Functionary,https://www.outsourceaccelerator.com/company/the-functionary/,https://thefunctionary.com,United States,Texas,Frisco,2017,Tier 1,"A good prospect. 1200 employees in 19 countries, 63% YoY growth. CEO is a respected entrepreneur in Dallas: Sam Darwish is a serial entrepreneur with over 20 years of experience in contact centers, technology, and SaaS Platforms. A Two time EY Entrepreneur of the year finalist, 40 under 40 award recipient, Father, and husband. His companies have won numerous awards over the years such as CRN's MSP 500, multi year INC500 winner, SMU100, and many more. 

Offers outbound sales but not collections.","Middle of the road BPO. Lean into nearshore delivery in Mexico, El Salvador, Colombia",Many languages,"Mid Market (1,000–5,000 employees)","High APO score.
Homegrown Conversational AI solution: Our sophisticated AI technology ensures that all level 1 support is seamlessly automated, allowing you to allocate your human resources where they truly make a difference. https://thefunctionary.com/our-solutions/customer-experience/conversational-ai-solutions/ 
","N, but it has a CTO (based in Palestine): https://www.linkedin.com/in/awartani/",contact center,IT-BPM,"Consumer, Technology",Enterprise (>$1B),omni-channel,nearshore,Texas,Canada (Regional Office); Deliver: Mexico | Colombia | El Salvador,,,Yes,"BPO, Customer Service Outsourcing, Sales Outsourcing, Outbound Services",Outsource Accelerator,"The Functionary is a nearshore outsourcing company founded in 2017, headquartered in Texas, USA, providing business process support, customer experience, software development, and IT services to scale businesses globally with over 1,200 employees across 19+ countries.",Y,"Segment 2, Segment 4",N,No,,
The Office Gurus,https://www.outsourceaccelerator.com/company/the-office-gurus/,https://www.theofficegurus.com,United States,Florida,Seminole,2005,Tier 1,"A great prospect. Cool new website. Homegrown AI copilot product. 4500+ agents, 80+ us clients. Prominently feature outbound sales. ","Hevaily leaning into nearshore outsourcing. With operations in the United States, El Salvador, Belize, and the Dominican Republic, The Office Gurus combines proximity, cultural alignment, and cost efficiency with world-class service quality. ","English, Spanish, French, Portuguese, German","Mid Market (1,000–5,000 employees)","High APO score.
Built AI-powered GuruAssist: ""At The Office Gurus (TOG), we combine AI-driven customer service technology with the power of human empathy to redefine how businesses connect with their customers. Our AI-powered contact center solutions enhance every interaction: improving efficiency, reducing costs, and elevating the overall customer experience."" https://theofficegurus.com/guru-assist/  This feels mostly like a co-pilot product.",Y (senior AI innovation manager: https://www.linkedin.com/in/bladimir-alvarenga-b896a872/),contact center,KPO,"Financial Services, home services, healthcare, energy, retail, ecomemrce, legal, travel, education",Mid Market ($10M-$1B),omni-channel,"onshore, nearshore (focus), offshore",Florida,El Salvador (big presence) | Belize | Dominican Republic,,Philippines,Unavailable,"BPO, Call Center, Sales Outsourcing, Customer Service Outsourcing, Inbound Appointment Scheduling, B2C Telemarketing & Telesales, Collections Recovery Services, Customer Surveys & Market Research Calls",Outsource Accelerator,"The Office Gurus is a global BPO and call center company headquartered in Seminole, Florida, providing custom contact center and back-office support solutions through nearshore and offshore operations in locations including El Salvador, Belize, Dominican Republic, and the USA.",Y,"Segment 2, Segment 5",Y,No,,
UnifyCX,,https://www.unifycx.com,United States,Kentucky,Louisville,2002,Tier 1,"A great prospect. Heavily branded as AI. Very extensive US onshore, nearshore, and offshore (multiple offices in India; PH) footprint. Likely more of a small enterprise (marked as 5K-10K employees on LinkedIn). Recognized by the Everest Peak Matrix list. Award winning. Feels like a very established BPO having a second life in rebranding as an AI-power company. Likely a good opportunity for us to partner given how much it cares about AI.","Custom-Tuned AI, Elevating Your CX",English | Spanish,"Mid Market (1,000–5,000 employees)","High APO score.
Website headline prominently brand as ""Unifying future-ready AI with global delivery"". It has a global delivery team but also built a homegrown AI-powered solution with the following features: Agent Assist; Call Deflection; Automated Closeouts; Management Dashboard; QA: https://www.unifycx.com/ai-platform/",No,contact center,,"Financial Services, Consumer Services, Media & Entertainment, Technology, Telecommunications, Travel & Hospitality, Healthcare, Retail",Mid Market ($10M-$1B),omni-channel,"onshore, nearshore, offshore",Florida | Kentucky | Massachusetts | Texas,Dominican Republic | Honduras | Colombia,India | Philippines,12 Yrs avg client tenure,Unavailable,"BPO, Customer Service Outsourcing, Sales Outsourcing",Everest/IAOP/NelsonHall Lists,"UnifyCX is a future-ready, next-generation customer experience platform that fuses human expertise with advanced AI technology. Formed through GlowTouch’s strategic acquisition of Collective Solution, it offers comprehensive customer experience management tools with a global presence.",Y,"Segment 2, Segment 5","Y (weak Yes)

UnifyCX appears to offer collections-related services, but as part of finance/AR operations (credit control / receivables management) rather than advertising itself as a standalone “debt collection agency.”

In a UnifyCX case study, they describe providing “Credit Control” roles and report results tied directly to collections, including “109% of the collection target for 2024” and “faster collections” from optimized billing/termination processes",No,,
"Unity Communications, LLC",https://clutch.co/profile/unity-communications,https://unity-connect.com,United States,Arizona,Gilbert,2009,Tier 1,"A great prospect. Very tech savvy with AI Agent products prominently featured.
Many locations in the US (Austin - where its President resides https://www.linkedin.com/in/joeymontez/, SF, etc.), nearshore in Mexico, offshore in PH - great geo alignment with Dyna's footprint
Combo services in contact center, KPO, IT-BPM and RPO.
2000 agents but fewer identified on LinkedIn","Human + AI: ""We run a hybrid model that starts with authentic human team building, then identifying processes that should be digitized (AI) so that you can scale with both processes from the beginning - instead of having two vendors - one for AI and the other for organic human interactions.""",English | Spanish,"Mid Market (1,000–5,000 employees)","High APO score.
Website headline ""Powered by AI. Driven by people."" It offers: AI Virtual Assistant, AI Customer Service Agent, AI IVR, AI After Hour Messaging Services",No,contact center,IT-BPM,"finance, healthcare, e-commerce, technology, real estate sectors, and more",Enterprise (>$1B),omni-channel,"onshore, nearshore, offshore",Arizona | Dallas | Chicago | Cleveland | San Jose | Austin | San Francisco,Mexico,Philippines,"Specialize in SMB clients. 200+ unnamed global clients with avg contract tenure of 2.9 years. Still has some enterprise client logos: AT&T, Samsung, Grab, LG Electronics.",Yes,"BPO, Call Center, Sales Outsourcing, Customer Service Outsourcing, Inbound Services, Inbound Appointment Scheduling, Virtual Receptionist, Outbound Services, B2C Telemarketing & Telesales, Customer Surveys & Market Research Calls",Clutch,"An award-winning global BPO based in the USA, Unity Communications specializes in providing customer service, back office outsourcing, and technical support across various industries. They focus on delivering a 'white glove' experience for businesses outsourcing for the first time, particularly startups and SMBs.",Y,"Segment 2, Segment 4, Segment 5",N,No,,
Valor Global,https://www.outsourceaccelerator.com/company/valor-global/,https://valorglobal.com,United States,Arizona,Phoenix,2004,Tier 1,"A perfect prospect. Perfect size (5,000+ employees); very data-driven; progressive (51% women in leadership, 50%+ women employees). It has real onshore delivery in Arizona, a supposedly small delivery center in Costa Rica, vast majority is offshore in the PH.

While telesales is not prominently featured, they do have case studies that showcases they increase sales conversion by 70-80% for a client. Serving diversified consumer industries.

Valor does not prominently feature collections either. They do not advertise a standalone collections recovery service or third-party debt collection as part of their core BPO offerings on the main site. Only included in two scenarios:
1) The Utilities industry page on their site does include “Collections” under BPO services for utilities clients — which typically refers to account receivables follow-up for utility bills.
2) In their Billing & Revenue Cycle solutions section, Valor Global mentions collections and delinquency management as part of broader billing and revenue cycle work — again focused on in-industry account billing rather than external recovery.

CEO is a well respected entrepreneur in the Pheonix ecosystem:
• Titan 100 CEO Award 
• EY Entrepreneur of the Year Finalist
• Phoenix Biz Journal 40 Under 40","People first, customer centric, 100% outcome-based pricing available.
Team Members become Brand Zealots
Customers become Raving Fans
",English | Spanish,"Mid Market (1,000–5,000 employees)","Medium APO score.
Has a ""Human + AI Intelligence"" section on its website: ""Our AI-enhanced approach doesn't replace human expertise—it amplifies it, delivering measurable outcomes that matter to your business."" Listed many stats about using AI to increase KPI. Valor is definitely data driven. It is likely tech savvy but still feels mostly like a people's business.",N,contact center,IT-BPM,"Healthcare, Technology, Financial, Media, Gaming, Travel, Retail, Utilities, Entertainment",Mid Market ($10M-$1B),omni-channel,"onshore, nearshore, offshore",Arizona,Costa Rica,Philippines (main delivery site; the entire team looks very PH),Lots of case studies on the website but not named,Unavailable,"BPO, Sales Outsourcing, Customer Service Outsourcing, Inbound Appointment Scheduling, Collections Recovery Services",Outsource Accelerator,"Valor Global is a leading BPO company headquartered in Arizona, USA, providing exceptional customer experiences through services like customer care, technical support, account management, and first-party collections. With over 1000 global team members, they deliver 24/7 onshore and offshore support using innovative technology and processes.",Y,"Segment 2, Segment 5","Y (weak Yes)

Valor Global markets a broad set of BPO services including billing, customer care, retention, tech support, scheduling, etc. but does not explicitly list debt collections or collections recovery as a standalone BPO offering on their main services pages.

The Utilities industry page on their site does include “Collections” under BPO services for utilities clients — which typically refers to account receivables follow-up for utility bills.

However, this looks specific to utility account collections within that industry workflow, not a general third-party debt recovery service.",No,,
Virtudesk,https://www.outsourceaccelerator.com/company/virtudesk/,https://www.myvirtudesk.com,United States,Washington,Bellevue,2016,Tier 2,"Classic US-HQ (CEO is based in Washington) and PH-delivery company. Emphasis on virtual assistants but also include call center services (which includes sales representative -> Upsell and crosssell capacility (selling ancillary products and services to existing customers by finding opportunities to cross-sell, upsell, and promote additional goods or services)

One orange flag is its size: LinkedIn says 500-1000 employees; shows 250 employees.","Heavy focus on low-cost, English-speaking virtual assistants based in the PH. ""Virtudesk is for every team or entrepreneur in any industry seeking a cost-effective approach to delegating non-core tasks, avoiding burnout, and managing project timelines effectively""",English,"Mid Market (1,000–5,000 employees)","Low APO score. Old school website. No explicit mention of AI, but does mention the use of technology: 1)  Timedly, an advanced management system that seamlessly connects virtual assistants, management, and clients; 2) Tymbl, a cutting-edge VoIP dialer.",N,contact center,KPO,"Financial Services, Healthcare, Insurance, Public Sector, Technology",Small Business (<$10M),voice only,offshore,,,Philippines,"Many real estate and home service companies (e.g. Compass, Berkshire Hathaway Home Services)",Yes,"BPO, Call Center, Customer Service Outsourcing, Virtual Receptionist, Outbound Services, B2C Telemarketing & Telesales",Outsource Accelerator,"Virtudesk is a BPO company headquartered in Bellevue, Washington, providing virtual assistant and call center services with staff outsourced from the Philippines. It offers administrative, marketing, customer service, and other support to various industries.",Y,"Segment 1, Segment 5",N,No,,
Visaya Kpo,https://www.outsourceaccelerator.com/company/visaya-kpo/,https://visayakpo.com,Philippines,Manila,Manila,2007,Tier 1,"A great prospect. PH-owned and HQ'd contact center and KPO with a US delivery center in Vegas. Met Julian Valenzuela (second-generation owner and ceo, Filipino American entrepreneur) via CCAP as he is the chairman of CCAP SME Council. Young, friendly, energetic, open to discuss technology.

One of the rare Contact Centers that explicitly offers debt collection services: https://visayakpo.com/services/contact-center/debt-collection/. Also explicitly offers New Customer Acquisition and Customer Retention (outbound): https://visayakpo.com/services/contact-center/customer-experience/. ","Proudly PH BPO offering contact center, health information management and financial management services. People-centric. USP = superior customer interactions. Award winning. A key member of CCAP.",English,"Mid Market (1,000–5,000 employees)","Low BPO score.

Modern website but does not explicitly mention AI. Via conversation with its owner Julian, I learned that they care about AI and are constantly evaluating new AI vendor.",N,KPO,contact center,"Healthcare
Education
Logistics
Manufacturing
Banking and Finance
Communications, Media, & Technology
Travel
eCommerce
Energy & Utilities
Insurance
Mortgage",,omni-channel,"onshore, offshore","Philippines (Manila, Bacolod City, Dumaguete City)",,United States (Las Vegas),,Unavailable,"BPO, Call Center, Customer Service Outsourcing, Outbound Services",Outsource Accelerator,"VISAYA is a Filipino-owned Knowledge Process Outsourcing (KPO) company founded in 2007 that operates in the Philippines and United States, specializing in advanced analytics, technical expertise, and industry-specific solutions across multiple business verticals.",Y,"Segment 3, Segment 5",Y (One of the rare Contact Centers that explicitly offers debt collection services: https://visayakpo.com/services/contact-center/debt-collection/. ),No,,
